order_id,customer_id,product_id,quantity,amount,payment_status,shipping_status,delivery_date
ORD0067,CUST0882,PROD439,1,691.69,Failed,Processing,2026-04-15
ORD0068,CUST0221,PROD095,2,3007.16,Failed,Shipped,2026-04-25
ORD0069,CUST0079,PROD069,2,126.86,Failed,Delivered,2026-04-12
ORD0070,CUST0960,PROD441,3,4138.62,Failed,Delivered,2026-04-23
ORD0071,CUST0398,PROD301,5,817.3,Paid,Cancelled,2026-04-28
ORD0072,CUST0380,PROD042,1,119.86,Pending,Cancelled,2026-04-21
ORD0073,CUST0632,PROD454,2,2040.2,Failed,Processing,2026-04-22
ORD0074,CUST0450,PROD029,5,6074.9,Paid,Processing,2026-04-25
ORD0075,CUST0190,PROD130,5,5115.85,Failed,Delivered,2026-04-14
ORD0076,CUST0939,PROD030,3,722.91,Paid,Delivered,2026-04-13
ORD0077,CUST0502,PROD291,4,3801.36,Paid,Delivered,2026-04-23
ORD0078,CUST0893,PROD426,5,3467.75,Paid,Shipped,2026-04-28
ORD0079,CUST0758,PROD494,2,3704.86,Failed,Processing,2026-04-15
ORD0080,CUST0012,PROD328,3,1482.3,Pending,Delivered,2026-04-18
ORD0081,CUST0188,PROD403,2,1248.0,Pending,Processing,2026-04-13
ORD0082,CUST0744,PROD236,4,4618.2,Failed,Shipped,2026-04-10
ORD0083,CUST0154,PROD413,4,3126.36,Failed,Shipped,2026-04-11
ORD0084,CUST0260,PROD164,2,1233.34,Paid,Processing,2026-04-30
ORD0085,CUST0511,PROD459,5,6969.1,Paid,Delivered,2026-04-26
ORD0086,CUST0827,PROD069,3,190.29,Pending,Delivered,2026-04-16
ORD0087,CUST0533,PROD481,2,397.88,Pending,Cancelled,2026-04-22
ORD0088,CUST0043,PROD325,3,5878.5,Paid,Delivered,2026-04-18
ORD0089,CUST0764,PROD015,3,1718.73,Paid,Shipped,2026-04-14
ORD0090,CUST0674,PROD255,2,566.68,Pending,Delivered,2026-04-30
ORD0091,CUST0293,PROD274,3,488.76,Failed,Shipped,2026-04-15
ORD0092,CUST0261,PROD365,2,2258.88,Paid,Delivered,2026-04-15
ORD0093,CUST0214,PROD142,1,148.48,Failed,Shipped,2026-04-29
ORD0094,CUST0589,PROD387,2,823.0,Pending,Delivered,2026-04-11
ORD0095,CUST0081,PROD300,1,210.6,Pending,Processing,2026-04-13
ORD0096,CUST0273,PROD159,1,1565.77,Failed,Shipped,2026-04-30
ORD0097,CUST0361,PROD321,1,1828.42,Pending,Cancelled,2026-04-21
ORD0098,CUST0882,PROD212,2,1024.64,Pending,Delivered,2026-04-16
ORD0099,CUST0354,PROD344,3,1211.37,Pending,Shipped,2026-04-15
ORD0100,CUST0814,PROD229,5,8206.7,Failed,Delivered,2026-04-13
ORD0101,CUST0887,PROD134,3,887.97,Failed,Cancelled,2026-04-21
ORD0102,CUST0141,PROD108,5,3362.55,Failed,Cancelled,2026-04-28
ORD0103,CUST0610,PROD045,3,1349.19,Failed,Delivered,2026-04-17
ORD0104,CUST0369,PROD083,5,9953.85,Paid,Cancelled,2026-04-23
ORD0105,CUST0348,PROD217,2,1786.04,Failed,Processing,2026-04-28
ORD0106,CUST0683,PROD012,5,5973.95,Failed,Cancelled,2026-04-14
ORD0107,CUST0222,PROD358,3,995.91,Paid,Processing,2026-04-26
ORD0108,CUST0757,PROD193,1,152.6,Pending,Shipped,2026-04-17
ORD0109,CUST0223,PROD359,4,4523.8,Failed,Cancelled,2026-04-26
ORD0110,CUST0633,PROD151,4,3035.16,Failed,Processing,2026-04-13
ORD0111,CUST0605,PROD440,1,1419.35,Failed,Cancelled,2026-04-10
ORD0112,CUST0089,PROD170,5,9831.05,Paid,Processing,2026-04-14
ORD0113,CUST0072,PROD171,3,5248.17,Failed,Cancelled,2026-04-24
ORD0114,CUST0115,PROD175,5,6424.55,Failed,Processing,2026-04-18
ORD0115,CUST0441,PROD302,3,1674.93,Failed,Cancelled,2026-04-23
ORD0116,CUST0293,PROD438,3,3008.34,Failed,Cancelled,2026-04-26
ORD0117,CUST0215,PROD493,4,4515.44,Failed,Cancelled,2026-04-28
ORD0118,CUST0857,PROD281,5,9166.75,Pending,Shipped,2026-04-23
ORD0119,CUST0038,PROD137,4,4832.52,Pending,Delivered,2026-04-14
ORD0120,CUST0932,PROD465,3,3308.7,Failed,Cancelled,2026-04-25
ORD0121,CUST0828,PROD006,1,974.01,Paid,Shipped,2026-04-13
ORD0122,CUST0206,PROD318,4,2254.32,Failed,Processing,2026-04-11
ORD0123,CUST0954,PROD362,4,4408.24,Paid,Shipped,2026-04-12
ORD0124,CUST0972,PROD427,5,2665.5,Paid,Cancelled,2026-04-16
ORD0125,CUST0819,PROD149,5,2511.95,Pending,Delivered,2026-04-13
ORD0126,CUST0328,PROD058,1,1330.77,Failed,Processing,2026-04-12
ORD0127,CUST0330,PROD031,1,1064.93,Failed,Delivered,2026-04-24
ORD0128,CUST0551,PROD296,4,1633.12,Failed,Shipped,2026-04-13
ORD0129,CUST0406,PROD211,1,1222.35,Pending,Shipped,2026-04-23
ORD0130,CUST0470,PROD169,3,3997.23,Paid,Shipped,2026-04-16
ORD0131,CUST0650,PROD280,2,824.38,Pending,Shipped,2026-04-29
ORD0132,CUST0025,PROD017,2,2605.7,Pending,Shipped,2026-04-19
ORD0133,CUST0581,PROD089,1,1464.79,Failed,Cancelled,2026-04-12
ORD0134,CUST0570,PROD132,5,8614.05,Paid,Shipped,2026-04-12
ORD0135,CUST0600,PROD423,3,2561.58,Paid,Processing,2026-04-27
ORD0136,CUST0309,PROD117,2,2937.34,Failed,Cancelled,2026-04-13
ORD0137,CUST0898,PROD112,5,1958.6,Paid,Delivered,2026-04-15
ORD0138,CUST0853,PROD292,2,3803.4,Paid,Processing,2026-04-19
ORD0139,CUST0446,PROD102,4,7643.16,Paid,Cancelled,2026-04-21
ORD0140,CUST0666,PROD369,3,2323.29,Paid,Delivered,2026-04-15
ORD0141,CUST0325,PROD461,5,5032.1,Pending,Cancelled,2026-04-16
ORD0142,CUST0629,PROD299,2,757.84,Pending,Shipped,2026-04-30
ORD0143,CUST0941,PROD419,4,3787.52,Pending,Delivered,2026-04-21
ORD0144,CUST0591,PROD165,2,2296.34,Failed,Delivered,2026-04-14
ORD0145,CUST0071,PROD143,3,2460.09,Paid,Shipped,2026-04-20
ORD0146,CUST0565,PROD487,3,5768.88,Pending,Cancelled,2026-04-17
ORD0147,CUST0940,PROD094,2,3244.96,Pending,Delivered,2026-04-17
ORD0148,CUST0158,PROD320,2,1585.2,Failed,Processing,2026-04-12
ORD0149,CUST0750,PROD397,3,4799.58,Failed,Delivered,2026-04-21
ORD0150,CUST0714,PROD106,5,5620.9,Paid,Processing,2026-04-18
ORD0151,CUST0444,PROD445,3,4495.2,Paid,Shipped,2026-04-24
ORD0152,CUST0378,PROD240,1,1128.94,Paid,Cancelled,2026-04-18
ORD0153,CUST0954,PROD168,1,1332.96,Pending,Processing,2026-04-14
ORD0154,CUST0094,PROD463,5,6612.6,Pending,Cancelled,2026-04-26
ORD0155,CUST0240,PROD204,1,1291.21,Failed,Delivered,2026-04-20
ORD0156,CUST0169,PROD475,2,3559.68,Pending,Cancelled,2026-04-17
ORD0157,CUST0695,PROD375,1,850.8,Pending,Cancelled,2026-04-21
ORD0158,CUST0706,PROD079,5,4055.15,Paid,Delivered,2026-04-11
ORD0159,CUST0246,PROD378,5,7365.55,Failed,Delivered,2026-04-10
ORD0160,CUST0544,PROD389,5,8637.1,Pending,Processing,2026-04-17
ORD0161,CUST0127,PROD006,5,4870.05,Failed,Processing,2026-04-27
ORD0162,CUST0779,PROD138,3,2843.52,Paid,Processing,2026-04-21
ORD0163,CUST0973,PROD399,5,3649.65,Paid,Processing,2026-04-29
ORD0164,CUST0217,PROD009,4,1021.72,Paid,Shipped,2026-04-30
ORD0165,CUST0501,PROD388,5,641.5,Paid,Delivered,2026-04-10
ORD0166,CUST0911,PROD318,5,2817.9,Pending,Processing,2026-04-22
ORD0167,CUST0093,PROD282,1,108.61,Pending,Delivered,2026-04-10
ORD0168,CUST0697,PROD371,3,1995.63,Failed,Processing,2026-04-27
ORD0169,CUST0627,PROD177,5,566.0,Paid,Processing,2026-04-18
ORD0170,CUST0593,PROD351,3,5165.04,Failed,Shipped,2026-04-13
ORD0171,CUST0605,PROD284,1,1650.76,Pending,Processing,2026-04-26
ORD0172,CUST0501,PROD191,3,2536.08,Paid,Shipped,2026-04-20
ORD0173,CUST0308,PROD419,2,1893.76,Failed,Cancelled,2026-04-22
ORD0174,CUST0176,PROD199,3,5025.39,Failed,Delivered,2026-04-10
ORD0175,CUST0724,PROD283,5,1672.1,Failed,Shipped,2026-04-20
ORD0176,CUST0343,PROD162,1,884.38,Paid,Cancelled,2026-04-25
ORD0177,CUST0305,PROD351,4,6886.72,Pending,Cancelled,2026-04-18
ORD0178,CUST0390,PROD270,4,1329.68,Paid,Processing,2026-04-10
ORD0179,CUST0221,PROD063,3,2752.08,Paid,Processing,2026-04-16
ORD0180,CUST0715,PROD336,4,1721.56,Paid,Cancelled,2026-04-30
ORD0181,CUST0171,PROD193,4,610.4,Paid,Delivered,2026-04-11
ORD0182,CUST0499,PROD415,2,2311.28,Paid,Processing,2026-04-12
ORD0183,CUST0335,PROD311,2,3687.38,Failed,Cancelled,2026-04-13
ORD0184,CUST0284,PROD497,2,1723.02,Paid,Shipped,2026-04-12
ORD0185,CUST0728,PROD079,1,811.03,Paid,Cancelled,2026-04-22
ORD0186,CUST0949,PROD121,4,6199.32,Pending,Delivered,2026-04-12
ORD0187,CUST0514,PROD030,5,1204.85,Failed,Cancelled,2026-04-16
ORD0188,CUST0388,PROD363,3,3726.75,Pending,Shipped,2026-04-18
ORD0189,CUST0170,PROD213,2,2744.02,Paid,Processing,2026-04-19
ORD0190,CUST0611,PROD406,1,1133.61,Failed,Shipped,2026-04-17
ORD0191,CUST0192,PROD325,1,1959.5,Pending,Processing,2026-04-15
ORD0192,CUST0244,PROD374,3,4865.07,Failed,Cancelled,2026-04-25
ORD0193,CUST0670,PROD007,3,5084.88,Failed,Cancelled,2026-04-18
ORD0194,CUST0746,PROD480,2,3718.34,Failed,Delivered,2026-04-15
ORD0195,CUST0943,PROD007,2,3389.92,Paid,Shipped,2026-04-24
ORD0196,CUST0123,PROD070,5,1349.8,Paid,Processing,2026-04-24
ORD0197,CUST0449,PROD442,2,3652.9,Paid,Processing,2026-04-27
ORD0198,CUST0047,PROD491,4,1743.08,Pending,Delivered,2026-04-27
ORD0199,CUST0016,PROD148,2,2228.78,Paid,Cancelled,2026-04-26
ORD0200,CUST0651,PROD207,5,7168.15,Paid,Shipped,2026-04-26
ORD0201,CUST0849,PROD034,5,8650.2,Pending,Delivered,2026-04-13
ORD0202,CUST0304,PROD387,5,2057.5,Pending,Shipped,2026-04-27
ORD0203,CUST0381,PROD299,5,1894.6,Pending,Shipped,2026-04-25
ORD0204,CUST0580,PROD062,2,3076.48,Paid,Shipped,2026-04-28
ORD0205,CUST0467,PROD464,1,1132.46,Paid,Shipped,2026-04-27
ORD0206,CUST0239,PROD177,2,226.4,Pending,Shipped,2026-04-14
ORD0207,CUST0053,PROD092,4,6154.32,Paid,Cancelled,2026-04-10
ORD0208,CUST0224,PROD448,2,3497.22,Pending,Cancelled,2026-04-30
ORD0209,CUST0038,PROD003,2,3256.52,Failed,Cancelled,2026-04-26
ORD0210,CUST0020,PROD104,3,3165.09,Failed,Delivered,2026-04-29
ORD0211,CUST0272,PROD201,2,3544.78,Paid,Cancelled,2026-04-22
ORD0212,CUST0496,PROD368,5,326.95,Failed,Processing,2026-04-17
ORD0213,CUST0166,PROD398,4,3783.6,Paid,Delivered,2026-04-11
ORD0214,CUST0688,PROD355,5,6642.15,Pending,Processing,2026-04-15
ORD0215,CUST0024,PROD264,5,1739.6,Pending,Shipped,2026-04-28
ORD0216,CUST0819,PROD105,1,1733.74,Failed,Shipped,2026-04-25
ORD0217,CUST0047,PROD039,2,634.52,Pending,Delivered,2026-04-19
ORD0218,CUST0160,PROD048,5,5999.05,Pending,Cancelled,2026-04-27
ORD0219,CUST0728,PROD282,3,325.83,Failed,Processing,2026-04-20
ORD0220,CUST0019,PROD299,1,378.92,Pending,Shipped,2026-04-26
ORD0221,CUST0203,PROD027,4,3578.08,Paid,Processing,2026-04-16
ORD0222,CUST0387,PROD495,5,9019.35,Pending,Shipped,2026-04-23
ORD0223,CUST0370,PROD286,2,3768.94,Failed,Delivered,2026-04-22
ORD0224,CUST0245,PROD480,2,3718.34,Pending,Shipped,2026-04-10
ORD0225,CUST0218,PROD112,4,1566.88,Paid,Delivered,2026-04-26
ORD0226,CUST0338,PROD266,3,2264.34,Paid,Processing,2026-04-10
ORD0227,CUST0049,PROD103,4,4117.28,Paid,Shipped,2026-04-10
ORD0228,CUST0420,PROD390,1,563.12,Pending,Delivered,2026-04-20
ORD0229,CUST0258,PROD291,1,950.34,Pending,Shipped,2026-04-14
ORD0230,CUST0085,PROD095,1,1503.58,Failed,Shipped,2026-04-19
ORD0231,CUST0701,PROD217,1,893.02,Failed,Processing,2026-04-30
ORD0232,CUST0828,PROD071,4,3617.24,Paid,Cancelled,2026-04-19
ORD0233,CUST0408,PROD434,5,3570.6,Pending,Delivered,2026-04-12
ORD0234,CUST0156,PROD430,5,1373.6,Paid,Shipped,2026-04-24
ORD0235,CUST0718,PROD051,1,1173.52,Failed,Shipped,2026-04-17
ORD0236,CUST1000,PROD332,2,714.62,Paid,Delivered,2026-04-15
ORD0237,CUST0700,PROD426,5,3467.75,Pending,Cancelled,2026-04-16
ORD0238,CUST0922,PROD034,1,1730.04,Pending,Delivered,2026-04-18
ORD0239,CUST0498,PROD314,4,6548.44,Pending,Processing,2026-04-11
ORD0240,CUST0965,PROD304,3,3307.77,Paid,Cancelled,2026-04-13
ORD0241,CUST0791,PROD027,3,2683.56,Pending,Delivered,2026-04-13
ORD0242,CUST0605,PROD474,5,3049.85,Paid,Shipped,2026-04-21
ORD0243,CUST0754,PROD433,4,1515.88,Pending,Processing,2026-04-14
ORD0244,CUST0597,PROD306,2,2169.48,Pending,Shipped,2026-04-14
ORD0245,CUST0930,PROD208,4,6137.08,Paid,Cancelled,2026-04-11
ORD0246,CUST0068,PROD384,2,2858.38,Failed,Cancelled,2026-04-30
ORD0247,CUST0594,PROD298,5,9302.85,Pending,Delivered,2026-04-10
ORD0248,CUST0026,PROD465,2,2205.8,Failed,Processing,2026-04-11
ORD0249,CUST0593,PROD042,4,479.44,Pending,Delivered,2026-04-12
ORD0250,CUST0500,PROD157,3,5421.99,Pending,Delivered,2026-04-23
ORD0251,CUST0334,PROD065,4,6972.96,Pending,Shipped,2026-04-28
ORD0252,CUST0142,PROD465,3,3308.7,Pending,Shipped,2026-04-19
ORD0253,CUST0683,PROD337,2,1742.68,Failed,Processing,2026-04-27
ORD0254,CUST0271,PROD322,5,7131.85,Paid,Shipped,2026-04-25
ORD0255,CUST0674,PROD375,5,4254.0,Paid,Cancelled,2026-04-27
ORD0256,CUST0825,PROD179,4,2388.08,Failed,Shipped,2026-04-11
ORD0257,CUST0993,PROD352,2,2252.56,Paid,Cancelled,2026-04-16
ORD0258,CUST0209,PROD102,5,9553.95,Pending,Delivered,2026-04-13
ORD0259,CUST0298,PROD052,1,292.42,Failed,Shipped,2026-04-14
ORD0260,CUST0225,PROD417,3,5478.54,Paid,Cancelled,2026-04-21
ORD0261,CUST0225,PROD159,5,7828.85,Pending,Cancelled,2026-04-18
ORD0262,CUST0381,PROD044,1,49.41,Failed,Shipped,2026-04-24
ORD0263,CUST0527,PROD073,3,2022.72,Paid,Shipped,2026-04-15
ORD0264,CUST0493,PROD029,2,2429.96,Pending,Shipped,2026-04-16
ORD0265,CUST0775,PROD049,2,3816.3,Paid,Shipped,2026-04-22
ORD0266,CUST0415,PROD383,3,425.22,Failed,Processing,2026-04-29
ORD0267,CUST0908,PROD155,5,2568.9,Failed,Shipped,2026-04-27
ORD0268,CUST0019,PROD090,3,5067.27,Pending,Delivered,2026-04-10
ORD0269,CUST0797,PROD050,3,1617.69,Paid,Processing,2026-04-15
ORD0270,CUST0638,PROD456,3,4396.95,Paid,Cancelled,2026-04-18
ORD0271,CUST0176,PROD166,3,5267.22,Pending,Processing,2026-04-25
ORD0272,CUST0251,PROD409,3,4630.5,Paid,Shipped,2026-04-16
ORD0273,CUST0398,PROD147,1,360.88,Failed,Cancelled,2026-04-26
ORD0274,CUST0659,PROD231,1,194.39,Paid,Shipped,2026-04-16
ORD0275,CUST0904,PROD233,5,3958.85,Pending,Cancelled,2026-04-10
ORD0276,CUST0674,PROD428,2,3632.12,Paid,Delivered,2026-04-15
ORD0277,CUST0907,PROD287,1,762.05,Paid,Delivered,2026-04-14
ORD0278,CUST0453,PROD034,3,5190.12,Pending,Cancelled,2026-04-11
ORD0279,CUST0697,PROD131,2,1331.24,Pending,Cancelled,2026-04-16
ORD0280,CUST0089,PROD132,2,3445.62,Pending,Processing,2026-04-29
ORD0281,CUST0875,PROD408,1,698.79,Failed,Delivered,2026-04-29
ORD0282,CUST0200,PROD036,5,318.95,Paid,Shipped,2026-04-16
ORD0283,CUST0922,PROD062,5,7691.2,Failed,Delivered,2026-04-20
ORD0284,CUST0056,PROD366,2,1801.5,Pending,Shipped,2026-04-23
ORD0285,CUST0463,PROD112,2,783.44,Pending,Shipped,2026-04-16
ORD0286,CUST0182,PROD184,1,766.8,Paid,Cancelled,2026-04-18
ORD0287,CUST0142,PROD378,1,1473.11,Paid,Delivered,2026-04-24
ORD0288,CUST0183,PROD154,2,1083.72,Paid,Processing,2026-04-11
ORD0289,CUST0287,PROD035,3,2623.17,Paid,Cancelled,2026-04-30
ORD0290,CUST0472,PROD166,5,8778.7,Pending,Shipped,2026-04-16
ORD0291,CUST0179,PROD175,5,6424.55,Pending,Delivered,2026-04-16
ORD0292,CUST0144,PROD436,3,5646.48,Paid,Cancelled,2026-04-19
ORD0293,CUST0260,PROD444,5,9174.6,Failed,Shipped,2026-04-19
ORD0294,CUST0035,PROD083,4,7963.08,Failed,Cancelled,2026-04-19
ORD0295,CUST0091,PROD475,3,5339.52,Failed,Shipped,2026-04-20
ORD0296,CUST0002,PROD015,3,1718.73,Paid,Delivered,2026-04-10
ORD0297,CUST0644,PROD305,1,496.07,Pending,Cancelled,2026-04-23
ORD0298,CUST0506,PROD459,1,1393.82,Failed,Delivered,2026-04-23
ORD0299,CUST0967,PROD301,3,490.38,Paid,Cancelled,2026-04-26
ORD0300,CUST0287,PROD344,3,1211.37,Pending,Delivered,2026-04-24
ORD0301,CUST0908,PROD013,3,812.82,Paid,Delivered,2026-04-17
ORD0302,CUST0734,PROD487,1,1922.96,Paid,Delivered,2026-04-24
ORD0303,CUST0675,PROD224,5,9621.45,Failed,Processing,2026-04-25
ORD0304,CUST0013,PROD224,5,9621.45,Failed,Processing,2026-04-16
ORD0305,CUST0903,PROD102,5,9553.95,Paid,Processing,2026-04-27
ORD0306,CUST0535,PROD314,1,1637.11,Failed,Shipped,2026-04-28
ORD0307,CUST0100,PROD177,5,566.0,Pending,Delivered,2026-04-25
ORD0308,CUST0384,PROD378,1,1473.11,Paid,Cancelled,2026-04-26
ORD0309,CUST0639,PROD067,3,1338.84,Paid,Delivered,2026-04-28
ORD0310,CUST0720,PROD319,3,3209.91,Failed,Processing,2026-04-30
ORD0311,CUST0599,PROD160,4,4609.68,Paid,Delivered,2026-04-11
ORD0312,CUST0139,PROD056,5,2920.35,Paid,Shipped,2026-04-28
ORD0313,CUST0332,PROD126,5,3542.25,Pending,Processing,2026-04-25
ORD0314,CUST0640,PROD151,1,758.79,Paid,Delivered,2026-04-16
ORD0315,CUST0650,PROD126,1,708.45,Paid,Delivered,2026-04-14
ORD0316,CUST0526,PROD024,2,2893.32,Failed,Delivered,2026-04-11
ORD0317,CUST0520,PROD331,4,1272.16,Failed,Processing,2026-04-25
ORD0318,CUST0333,PROD140,4,3741.36,Failed,Shipped,2026-04-24
ORD0319,CUST0161,PROD467,1,631.79,Failed,Shipped,2026-04-22
ORD0320,CUST0864,PROD265,4,3146.36,Paid,Cancelled,2026-04-10
ORD0321,CUST0583,PROD208,2,3068.54,Failed,Processing,2026-04-13
ORD0322,CUST0012,PROD199,1,1675.13,Pending,Cancelled,2026-04-20
ORD0323,CUST0647,PROD301,2,326.92,Paid,Cancelled,2026-04-28
ORD0324,CUST0009,PROD026,1,1243.75,Pending,Delivered,2026-04-15
ORD0325,CUST0004,PROD182,1,1727.34,Failed,Processing,2026-04-23
ORD0326,CUST0242,PROD305,2,992.14,Failed,Shipped,2026-04-20
ORD0327,CUST0860,PROD273,4,7453.08,Failed,Delivered,2026-04-30
ORD0328,CUST0825,PROD265,2,1573.18,Pending,Cancelled,2026-04-25
ORD0329,CUST0082,PROD150,3,949.86,Failed,Cancelled,2026-04-26
ORD0330,CUST0152,PROD210,1,535.85,Failed,Cancelled,2026-04-13
ORD0331,CUST0253,PROD133,4,5086.12,Pending,Cancelled,2026-04-13
ORD0332,CUST0342,PROD226,2,3298.62,Pending,Delivered,2026-04-20
ORD0333,CUST0562,PROD477,3,160.32,Pending,Shipped,2026-04-17
ORD0334,CUST0976,PROD080,5,990.85,Pending,Shipped,2026-04-29
ORD0335,CUST0270,PROD206,4,5641.76,Paid,Processing,2026-04-21
ORD0336,CUST0157,PROD407,3,3659.85,Paid,Cancelled,2026-04-26
ORD0337,CUST0260,PROD449,4,3474.92,Failed,Shipped,2026-04-27
ORD0338,CUST0166,PROD252,3,1702.68,Failed,Processing,2026-04-21
ORD0339,CUST0527,PROD032,3,3329.1,Paid,Shipped,2026-04-16
ORD0340,CUST0691,PROD461,3,3019.26,Paid,Processing,2026-04-27
ORD0341,CUST0508,PROD145,3,1257.06,Failed,Processing,2026-04-30
ORD0342,CUST0892,PROD322,2,2852.74,Paid,Processing,2026-04-15
ORD0343,CUST0557,PROD148,5,5571.95,Paid,Delivered,2026-04-12
ORD0344,CUST0033,PROD111,5,4857.3,Pending,Cancelled,2026-04-13
ORD0345,CUST0614,PROD315,4,654.32,Pending,Cancelled,2026-04-22
ORD0346,CUST0343,PROD327,2,478.1,Pending,Delivered,2026-04-15
ORD0347,CUST0193,PROD094,4,6489.92,Failed,Shipped,2026-04-22
ORD0348,CUST0519,PROD197,4,1720.0,Paid,Processing,2026-04-24
ORD0349,CUST0074,PROD200,5,3895.45,Failed,Cancelled,2026-04-11
ORD0350,CUST0405,PROD437,3,1130.91,Paid,Shipped,2026-04-17
